word,related fact 
called,"The New England Blizzard of the ABL played its first game in Springfield, and several minor pro men's and women's teams have called the city home, including the Springfield Fame of the United States Basketball League (the league's inaugural champion in 1985) and the Springfield Hall of Famers of the Eastern Professional Basketball League."
called,"This is called a crossover, which is the most effective way to move past defenders while dribbling."
called,"If the shooter leaps into the defender, a foul is called on the defensive player, whereat the shooter is awarded two or three free throws according to the value of a missed attempt, or a single free throw if he scores."
called,"Mahan suggested that it be called ""Naismith ball"", at which he laughed, saying that a name like that would kill any game."
called,"Starting with the 2006 season, a fifth game—simply called the BCS National Championship Game—was added to the schedule, to be played at the site of one of the four BCS bowl games on a rotating basis, one week after the regular bowl game."
called,"The midsection of Illinois is the second major division, called Central Illinois."
called,"This can be called on either players who are currently active in the play of the game, or seated on a team's bench."
called,"The first home court for the Wildcats was simply called ""The Gymnasium"" or State College Gymnasium until 1910."
called,American students in Title One public schools are sometimes eligible to join a tutoring program through YMCA called Y Learning.
called,"British and French trenches were penetrated using novel infiltration tactics, also named Hutier tactics after General Oskar von Hutier, by specially trained units called stormtroopers."
called,"Additionally, the Rector is often called upon to represent student interests on various committees of the Board and Senate."
called,"He served as the head football coach at the International YMCA Training School (now called Springfield College) (1890–1891), the University of Chicago (1892–1932), and the College of the Pacific (1933–1946), compiling a career college football record of 314–199–35 (.605)."
called,"One original Kentucky dish is called the Hot Brown, a dish normally layered in this order: toasted bread, turkey, bacon, tomatoes and topped with mornay sauce."
called,A controversy ensued and the International Paralympic Committee (IPC) called on the Spanish National Paralympic Committee to launch an investigation.
called,"Harvard, however, preferred to play a rougher version of football called ""the Boston Game"" in which the kicking of a round ball was the most prominent feature though a player could run with the ball, pass it, or dribble it (known as ""babying"")."
called,"However, the Defence Act 1903 provided that unexempted males could be called upon only for home defence during times of war, not overseas service."
called,"In Game 6 of the 2019 NBA Finals, the Golden State Warriors received a technical foul after Draymond Green called a timeout that the Warriors did not have."
called,"For example, the town of North Yarmouth, Maine, was named by settlers from Yarmouth, Massachusetts, which was in turn named for Great Yarmouth (still locally called Yarmouth) in England."
called,"By 1839, the Latter Day Saints had founded a utopian city called Nauvoo, formerly called Commerce."
called,"David Thompson, an All-American player from North Carolina State, called the NIT ""a loser's tournament"" in 1975."
called,The Moscow Games might as well have been called the Chemists' Games.
called,Also called palming.
called,"The majority of the fighting took place near the East Coast, but the Patriot military officer George Rogers Clark called for an army to help fight the British in the west."
called,"""[24] By 1892, basketball had grown so popular on campus that Dennis Horkenbach (editor-in-chief of The Triangle, the Springfield college newspaper) featured it in an article called ""A New Game"",[7] and there were calls to call this new game ""Naismith Ball"", but Naismith refused."
called,"Chobei had a friend called ""Isenoumi Godayu"" (7th Isenoumi stablemaster) with whom he played the game Igo, who had once been a sumo wrestler ""Kashiwado Sogoro"" (former shikona: ""Kyonosato"") and now was a ""toshiyori"" (a stablemaster of sumo)."
